site_no,dateTime,parm_cd,state
09064600,2018-09-06T20:00:00Z,00095,CO
09065500,2017-10-02T18:00:00Z,00095,CO
09066325,2018-09-06T17:00:00Z,00095,CO
09066510,2022-05-23T17:15:00Z,00095,CO
09070500,2022-05-25T19:00:00Z,00095,CO
09071750,2022-05-25T18:30:00Z,00095,CO
09085000,2022-05-25T18:45:00Z,00095,CO
09085150,2022-05-25T18:15:00Z,00095,CO
09095500,2022-05-25T19:00:00Z,00095,CO
09105000,2016-10-06T05:45:00Z,00095,CO
09110000,2022-05-25T18:00:00Z,00095,CO
09114500,2022-05-25T18:15:00Z,00095,CO
09119000,2022-05-25T18:30:00Z,00095,CO
09124500,2022-05-25T18:45:00Z,00095,CO
09136100,2022-05-25T18:15:00Z,00095,CO
09144250,2022-05-25T18:15:00Z,00095,CO
09147500,2022-05-25T18:15:00Z,00095,CO
09149500,2022-05-25T18:15:00Z,00095,CO
09152500,2022-05-25T18:30:00Z,00095,CO
09153270,2022-05-25T18:15:00Z,00095,CO
09163500,2022-05-25T18:45:00Z,00095,CO
09169500,2022-05-25T18:15:00Z,00095,CO
09171100,2022-05-25T18:45:00Z,00095,CO
09251000,2022-05-25T18:15:00Z,00095,CO
09304800,2013-11-20T06:45:00Z,00095,CO
09306200,2013-11-19T06:45:00Z,00095,CO
09306222,2015-10-01T05:45:00Z,00095,CO
09306224,2011-11-21T06:45:00Z,00095,CO
09306255,2015-10-01T05:45:00Z,00095,CO
09306290,2013-11-21T06:45:00Z,00095,CO
09358000,2022-05-25T19:00:00Z,00095,CO
09358550,2022-05-25T19:00:00Z,00095,CO
09359010,2022-05-25T18:30:00Z,00095,CO
09359020,2022-05-25T19:00:00Z,00095,CO
09361500,2022-05-25T18:30:00Z,00095,CO
09363500,2022-05-25T18:00:00Z,00095,CO
09371010,2022-05-25T18:00:00Z,00095,CO
09371492,2022-05-25T18:45:00Z,00095,CO
09371520,2022-05-25T18:30:00Z,00095,CO
383926107593001,2022-05-25T19:00:00Z,00095,CO
385106106571000,2022-05-25T19:00:00Z,00095,CO
391953108130201,2022-05-25T18:15:00Z,00095,CO
394220106431500,2022-05-25T18:15:00Z,00095,CO
401530105475401,2022-05-25T18:50:00Z,00095,CO
01184000,2022-05-25T18:00:00Z,99133,CT
01124000,2017-09-28T15:00:00Z,00095,CT
01125100,2022-05-25T18:45:00Z,00095,CT
01127500,2022-05-25T18:45:00Z,00095,CT
011277905,2012-10-01T04:45:00Z,00095,CT
01184000,2022-05-25T18:00:00Z,00095,CT
01184490,2022-05-25T18:45:00Z,00095,CT
01186500,2018-10-10T14:30:00Z,00095,CT
01191000,2022-05-25T18:00:00Z,00095,CT
01192500,2017-10-19T14:15:00Z,00095,CT
01193348,2015-05-08T04:45:00Z,00095,CT
01193463,2015-09-25T04:45:00Z,00095,CT
01193500,2018-10-02T13:45:00Z,00095,CT
01195510,2018-09-17T16:30:00Z,00095,CT
01196222,2018-09-17T14:15:00Z,00095,CT
01196500,2022-05-25T19:00:00Z,00095,CT
01196528,2018-09-25T14:00:00Z,00095,CT
01200600,2018-10-11T16:00:00Z,00095,CT
01201487,2022-05-25T18:45:00Z,00095,CT
01203000,2017-09-27T17:45:00Z,00095,CT
01205500,2018-10-11T13:30:00Z,00095,CT
01205890,2018-07-23T04:45:00Z,00095,CT
01208350,2018-09-21T14:45:00Z,00095,CT
01208500,2018-09-21T16:45:00Z,00095,CT
01208873,2022-05-25T19:00:00Z,00095,CT
01208990,2017-09-28T16:45:00Z,00095,CT
01478000,2022-05-25T18:15:00Z,00095,DE
01478650,2022-05-25T18:15:00Z,00095,DE
01478950,2022-05-25T18:30:00Z,00095,DE
01479000,2022-05-25T18:15:00Z,00095,DE
01480000,2022-05-25T18:45:00Z,00095,DE
01481500,2022-05-25T18:15:00Z,00095,DE
01483155,2022-05-25T19:00:00Z,00095,DE
01483700,2022-05-25T18:15:00Z,00095,DE
01484100,2022-05-25T19:00:00Z,00095,DE
01484525,2022-05-25T18:15:00Z,00095,DE
01487150,2015-08-25T04:45:00Z,00095,DE
01648010,2020-03-17T18:10:00Z,99133,DC
01648010,2021-10-01T13:40:00Z,00095,DC
01648010,2022-05-25T18:35:00Z,00095,DC
01651770,2022-05-25T18:38:00Z,00095,DC
01651800,2022-05-25T18:38:00Z,00095,DC
02249500,2016-09-13T03:45:00Z,99133,FL
02250030,2016-08-10T18:30:00Z,99133,FL
02322700,2022-05-25T18:45:00Z,99133,FL
02322800,2016-10-01T03:45:00Z,99133,FL
02231291,2016-09-09T03:45:00Z,00095,FL
02232400,2022-05-25T18:15:00Z,00095,FL
02234000,2021-10-01T05:15:00Z,00095,FL
02234500,2016-10-01T04:45:00Z,00095,FL
02236000,2016-10-12T03:45:00Z,00095,FL
02236125,2016-10-01T03:45:00Z,00095,FL
02244040,2022-05-25T18:15:00Z,00095,FL
02245260,2016-10-01T03:45:00Z,00095,FL
02246459,2022-05-25T19:00:00Z,00095,FL
02246500,2022-05-25T18:00:00Z,00095,FL
02264000,2022-05-25T18:00:00Z,00095,FL
02264051,2022-05-25T18:00:00Z,00095,FL
02264100,2022-05-25T18:00:00Z,00095,FL
02266200,2022-05-25T18:30:00Z,00095,FL
02266291,2022-05-25T18:00:00Z,00095,FL
02266300,2022-05-25T18:45:00Z,00095,FL
02266495,2022-05-25T18:30:00Z,00095,FL
02297100,2016-10-05T04:45:00Z,00095,FL
02297350,2022-05-25T18:15:00Z,00095,FL
02297460,2022-04-26T14:15:00Z,00095,FL
02297635,2016-10-03T03:45:00Z,00095,FL
02298124,2016-10-15T04:45:00Z,00095,FL
02298170,2016-10-03T03:45:00Z,00095,FL
02298202,2022-05-25T19:00:00Z,00095,FL
02298492,2011-10-05T03:45:00Z,00095,FL
02299230,2014-10-09T04:45:00Z,00095,FL
02299496,2014-10-10T03:45:00Z,00095,FL
02299727,2013-10-22T04:45:00Z,00095,FL
02299727,2022-05-25T18:00:00Z,00095,FL
023000095,2022-05-25T18:15:00Z,00095,FL
02301500,2022-05-25T18:00:00Z,00095,FL
02301638,2015-10-09T04:00:00Z,00095,FL
02301638,2020-05-27T15:30:00Z,00095,FL
02301718,2022-05-25T19:00:00Z,00095,FL
02301719,2015-10-09T03:45:00Z,00095,FL
02301721,2015-10-16T03:45:00Z,00095,FL
02301721,2022-05-25T18:45:00Z,00095,FL
02304000,2022-05-25T18:45:00Z,00095,FL
02304510,2022-05-25T18:15:00Z,00095,FL
02304517,2022-05-25T18:30:00Z,00095,FL
02304520,2012-10-19T03:45:00Z,00095,FL
02304520,2014-10-03T04:45:00Z,00095,FL
023060013,2022-05-25T18:30:00Z,00095,FL
02306028,2022-05-25T18:00:00Z,00095,FL
02310308,2022-05-25T18:15:00Z,00095,FL
02310673,2022-05-25T18:15:00Z,00095,FL
02310674,2022-05-25T19:00:00Z,00095,FL
02310742,2022-05-25T18:30:00Z,00095,FL
02313700,2022-05-25T18:00:00Z,00095,FL
02315550,2022-05-25T18:15:00Z,00095,FL
02317620,2022-05-25T18:00:00Z,00095,FL
02319000,2022-05-25T18:30:00Z,00095,FL
02319394,2022-05-25T18:00:00Z,00095,FL
02319800,2022-05-25T19:00:00Z,00095,FL
02320000,2022-05-25T18:00:00Z,00095,FL
02320500,2022-05-25T19:00:00Z,00095,FL
02321500,2022-05-25T18:15:00Z,00095,FL
02321975,2022-05-25T18:45:00Z,00095,FL
02322500,2022-05-25T18:45:00Z,00095,FL
02322700,2022-05-25T18:45:00Z,00095,FL
02322800,2022-05-25T19:00:00Z,00095,FL
02323000,2022-05-25T18:00:00Z,00095,FL
02323592,2022-05-25T18:45:00Z,00095,FL
02324170,2022-05-25T18:30:00Z,00095,FL
02326993,2017-10-18T12:30:00Z,00095,FL
02327033,2017-10-17T12:00:00Z,00095,FL
02358000,2022-05-25T19:00:00Z,00095,FL
02359170,2022-05-25T18:45:00Z,00095,FL
02203603,2022-05-25T18:15:00Z,00095,GA
02203655,2022-05-25T18:15:00Z,00095,GA
02203700,2022-05-25T18:15:00Z,00095,GA
02203831,2022-05-25T19:00:00Z,00095,GA
02203863,2022-05-25T18:15:00Z,00095,GA
02203873,2022-05-25T18:30:00Z,00095,GA
02203900,2022-05-25T19:00:00Z,00095,GA
02203950,2022-05-25T18:15:00Z,00095,GA
02203960,2022-05-25T18:30:00Z,00095,GA
02204037,2022-05-25T18:30:00Z,00095,GA
02205000,2022-05-25T18:45:00Z,00095,GA
02205865,2022-05-25T18:15:00Z,00095,GA
02206500,2022-05-25T18:15:00Z,00095,GA
02207120,2022-05-25T18:45:00Z,00095,GA
02207135,2022-05-25T18:30:00Z,00095,GA
02207160,2022-05-25T18:45:00Z,00095,GA
02207185,2022-05-25T18:45:00Z,00095,GA
02207385,2022-05-25T18:00:00Z,00095,GA
02207400,2022-05-25T18:00:00Z,00095,GA
02208150,2022-05-25T18:45:00Z,00095,GA
02208450,2022-05-25T19:00:00Z,00095,GA
02208493,2022-05-25T19:00:00Z,00095,GA
02217274,2022-05-25T18:15:00Z,00095,GA
02217643,2022-05-25T19:00:00Z,00095,GA
02218565,2022-05-25T18:00:00Z,00095,GA
02318500,2022-05-25T19:00:00Z,00095,GA
02334480,2022-05-25T18:30:00Z,00095,GA
02334578,2022-05-25T18:15:00Z,00095,GA
02334885,2022-05-25T18:15:00Z,00095,GA
02335000,2022-05-25T18:15:00Z,00095,GA
02335350,2022-05-25T18:45:00Z,00095,GA
02335880,2022-05-25T18:30:00Z,00095,GA
02336000,2022-05-25T18:45:00Z,00095,GA
02336030,2022-05-25T18:00:00Z,00095,GA
02336120,2022-05-25T18:15:00Z,00095,GA
02336152,2022-05-25T18:15:00Z,00095,GA
023362095,2022-05-25T19:00:00Z,00095,GA
02336240,2022-05-25T18:15:00Z,00095,GA
02336300,2022-05-25T19:00:00Z,00095,GA
02336313,2022-05-25T18:30:00Z,00095,GA
02336340,2022-05-25T18:30:00Z,00095,GA
02336360,2022-05-25T18:15:00Z,00095,GA
02336410,2022-05-25T18:15:00Z,00095,GA
02336526,2022-05-25T18:15:00Z,00095,GA
02336728,2022-05-25T18:15:00Z,00095,GA
02337170,2022-05-25T18:45:00Z,00095,GA
02337410,2022-05-25T18:15:00Z,00095,GA
02343805,2022-05-25T18:45:00Z,00095,GA
02344630,2022-05-25T19:00:00Z,00095,GA
02344673,2022-05-24T00:30:00Z,00095,GA
02356000,2022-05-25T18:45:00Z,00095,GA
02357150,2022-05-25T18:30:00Z,00095,GA
02388975,2022-05-25T18:45:00Z,00095,GA
02389150,2022-05-25T19:00:00Z,00095,GA
02413210,2022-05-25T19:00:00Z,00095,GA
12413360,2013-10-30T06:45:00Z,00095,ID
12413370,2021-10-27T17:30:00Z,00095,ID
12413445,2014-11-17T08:00:00Z,00095,ID
13093383,2022-05-25T18:30:00Z,00095,ID
13093384,2021-01-01T03:30:00Z,00095,ID
13207500,2012-07-10T05:45:00Z,00095,ID
13213000,2018-10-17T14:15:00Z,00095,ID
13213100,2010-10-19T06:45:00Z,00095,ID
13311000,2022-05-25T19:00:00Z,00095,ID
03336890,2022-05-25T18:45:00Z,99133,IL
03338780,2022-05-25T18:15:00Z,99133,IL
03339000,2022-05-25T18:45:00Z,99133,IL
03343820,2016-10-15T05:45:00Z,99133,IL
03346500,2022-05-25T18:00:00Z,99133,IL
03381495,2022-05-25T18:00:00Z,99133,IL
03612600,2021-02-22T21:30:00Z,99133,IL
05420400,2022-05-25T18:15:00Z,99133,IL
05446500,2022-05-25T18:00:00Z,99133,IL
05447500,2022-05-25T18:00:00Z,99133,IL
05537980,2022-05-25T18:30:00Z,99133,IL
05543010,2022-05-25T18:45:00Z,99133,IL
05553700,2022-05-25T18:00:00Z,99133,IL
05554300,2018-12-20T05:45:00Z,99133,IL
05557500,2013-07-03T05:45:00Z,99133,IL
05567500,2022-05-25T18:00:00Z,99133,IL
05575550,2014-12-12T05:45:00Z,99133,IL
05576100,2022-05-25T18:30:00Z,99133,IL
05576195,2022-05-25T18:30:00Z,99133,IL
05579610,2015-07-08T05:55:00Z,99133,IL
05579620,2015-07-15T05:55:00Z,99133,IL
05579624,2015-06-26T05:45:00Z,99133,IL
05579630,2015-07-15T05:45:00Z,99133,IL
05586300,2022-05-25T18:30:00Z,99133,IL
05595000,2022-05-25T18:00:00Z,99133,IL
05599490,2022-05-25T18:00:00Z,99133,IL
03339000,2021-10-05T15:45:00Z,00095,IL
03343805,2016-10-15T05:45:00Z,00095,IL
03346500,2021-10-19T12:00:00Z,00095,IL
03381495,2019-07-19T16:45:00Z,00095,IL
03612600,2022-05-25T19:00:00Z,00095,IL
05420400,2022-05-25T18:15:00Z,00095,IL
05446500,2020-12-18T17:45:00Z,00095,IL
05447500,2021-10-20T17:45:00Z,00095,IL
05536995,2022-05-25T18:00:00Z,00095,IL
05537980,2022-05-25T18:30:00Z,00095,IL
05538010,2017-05-25T15:45:00Z,00095,IL
05539670,2022-05-25T18:00:00Z,00095,IL
05543010,2022-05-25T18:45:00Z,00095,IL
05549500,2022-05-25T18:00:00Z,00095,IL
05550001,2022-05-25T18:30:00Z,00095,IL
05551580,2016-11-15T05:45:00Z,00095,IL
05553700,2022-04-12T18:45:00Z,00095,IL
05553700,2022-05-25T18:00:00Z,00095,IL
05558300,2022-05-25T18:45:00Z,00095,IL
05567500,2022-05-25T18:00:00Z,00095,IL
05576100,2022-05-25T18:30:00Z,00095,IL
05576195,2022-05-25T18:30:00Z,00095,IL
05578100,2022-05-25T18:30:00Z,00095,IL
05578250,2020-08-08T12:30:00Z,00095,IL
05579620,2015-07-16T05:45:00Z,00095,IL
05579630,2015-07-15T05:45:00Z,00095,IL
05586300,2022-05-25T18:30:00Z,00095,IL
05595000,2021-10-06T20:30:00Z,00095,IL
05599490,2021-10-06T18:00:00Z,00095,IL
03275500,2022-05-25T18:15:00Z,99133,IN
03276000,2018-03-09T13:15:00Z,99133,IN
03340900,2018-02-15T16:00:00Z,99133,IN
03353415,2022-05-25T18:15:00Z,99133,IN
03353420,2022-05-25T18:45:00Z,99133,IN
03374100,2022-05-25T18:45:00Z,99133,IN
03378500,2022-05-25T17:45:00Z,99133,IN
04182867,2015-12-10T04:45:00Z,99133,IN
05515500,2022-05-25T19:00:00Z,99133,IN
05517500,2022-05-25T19:00:00Z,99133,IN
05518000,2022-05-25T18:15:00Z,99133,IN
05524500,2022-05-25T18:45:00Z,99133,IN
03353200,2022-05-25T18:45:00Z,99137,IN
03275500,2022-05-25T18:00:00Z,00095,IN
03276000,2018-03-09T13:15:00Z,00095,IN
03303280,2021-11-09T17:15:00Z,00095,IN
03340900,2018-03-12T15:15:00Z,00095,IN
03353200,2022-05-25T18:45:00Z,00095,IN
03353415,2022-05-25T18:15:00Z,00095,IN
03353420,2022-05-25T18:45:00Z,00095,IN
03374100,2022-05-25T18:45:00Z,00095,IN
03378500,2022-05-25T17:45:00Z,00095,IN
04093176,2020-08-14T19:00:00Z,00095,IN
04182867,2015-11-15T04:45:00Z,00095,IN
04183038,2022-05-25T18:15:00Z,00095,IN
05515500,2022-05-25T18:45:00Z,00095,IN
05517500,2022-05-25T19:00:00Z,00095,IN
05518000,2020-08-17T15:45:00Z,00095,IN
05518000,2022-05-25T18:15:00Z,00095,IN
05524500,2022-05-25T18:45:00Z,00095,IN
05412500,2022-05-25T18:15:00Z,99133,IA
05418110,2014-11-13T05:45:00Z,99133,IA
05418400,2013-06-16T04:45:00Z,99133,IA
05418400,2014-11-12T20:45:00Z,99133,IA
05418720,2018-10-23T14:30:00Z,99133,IA
05420500,2021-08-02T18:45:00Z,99133,IA
05420500,2021-11-29T01:15:00Z,99133,IA
05451210,2011-11-29T05:45:00Z,99133,IA
05455100,2015-10-31T04:45:00Z,99133,IA
05464420,2022-05-25T18:15:00Z,99133,IA
05464475,2022-05-25T18:30:00Z,99133,IA
05464500,2012-10-01T05:00:00Z,99133,IA
05465500,2022-05-25T19:00:00Z,99133,IA
05480603,2014-10-03T04:45:00Z,99133,IA
05480986,2013-08-21T04:45:00Z,99133,IA
05481000,2019-11-05T04:15:00Z,99133,IA
05482000,2022-05-25T18:15:00Z,99133,IA
05482300,2022-05-25T18:15:00Z,99133,IA
05482500,2022-05-25T18:30:00Z,99133,IA
05483600,2015-11-10T15:00:00Z,99133,IA
05484000,2022-05-25T18:45:00Z,99133,IA
05484500,2022-05-25T19:00:00Z,99133,IA
06603750,2017-10-04T20:00:00Z,99133,IA
06604440,2015-10-01T05:00:00Z,99133,IA
06808500,2022-05-25T19:00:00Z,99133,IA
06817000,2022-05-25T18:30:00Z,99133,IA
05418400,2013-08-07T04:59:00Z,00095,IA
05420500,2021-08-02T19:00:00Z,00095,IA
05422405,2018-04-24T15:30:00Z,00095,IA
05422410,2018-04-08T04:00:00Z,00095,IA
05451080,2009-06-02T04:30:00Z,00095,IA
05451210,2011-11-29T05:45:00Z,00095,IA
05464420,2022-05-25T18:15:00Z,00095,IA
05474500,2022-05-25T18:45:00Z,00095,IA
05490500,2021-10-12T22:37:00Z,00095,IA
06601200,2007-11-21T05:30:00Z,00095,IA
06610505,2022-05-25T18:45:00Z,00095,IA
06889110,2022-05-25T18:30:00Z,99133,KS
06892350,2022-05-25T18:15:00Z,99133,KS
06892513,2019-01-13T13:15:00Z,99133,KS
07143672,2022-05-25T17:00:00Z,99133,KS
07144100,2022-05-25T18:45:00Z,99133,KS
07144780,2018-10-12T11:00:00Z,99133,KS
06856600,2022-05-25T18:30:00Z,00095,KS
06887000,2020-10-14T16:30:00Z,00095,KS
06887500,2014-06-10T04:45:00Z,00095,KS
06887500,2022-05-25T18:45:00Z,00095,KS
06888990,2022-05-25T18:15:00Z,00095,KS
06889110,2022-05-25T18:30:00Z,00095,KS
06889160,2022-05-25T18:30:00Z,00095,KS
06892350,2014-06-10T04:45:00Z,00095,KS
06892350,2022-05-25T18:15:00Z,00095,KS
06892495,2021-01-05T21:45:00Z,00095,KS
06892513,2021-01-05T17:00:00Z,00095,KS
06892518,2022-05-25T18:45:00Z,00095,KS
06893100,2022-01-12T16:30:00Z,00095,KS
06893300,2013-07-10T04:45:00Z,00095,KS
06893350,2013-08-05T04:45:00Z,00095,KS
06893390,2014-09-24T04:45:00Z,00095,KS
06893390,2020-02-03T19:30:00Z,00095,KS
07137500,2022-05-25T18:15:00Z,00095,KS
07143672,2017-01-24T05:00:00Z,00095,KS
07143672,2022-05-25T18:00:00Z,00095,KS
07144100,2015-03-11T04:00:00Z,00095,KS
07144100,2015-06-28T04:00:00Z,00095,KS
07144100,2022-05-25T18:45:00Z,00095,KS
07144780,2015-11-13T05:00:00Z,00095,KS
07144780,2022-05-25T18:15:00Z,00095,KS
07179750,2020-07-01T15:15:00Z,00095,KS
07182250,2009-05-19T04:45:00Z,00095,KS
07182250,2021-06-30T14:45:00Z,00095,KS
07182390,2015-11-12T05:45:00Z,00095,KS
07182390,2022-05-25T18:15:00Z,00095,KS
07182510,2015-10-22T04:45:00Z,00095,KS
07182510,2022-05-25T18:45:00Z,00095,KS
07183000,2015-10-29T04:45:00Z,00095,KS
07183500,2015-11-05T05:45:00Z,00095,KS
385446094430700,2013-07-10T04:45:00Z,00095,KS
385520094420000,2013-07-10T04:45:00Z,00095,KS
385608094380300,2013-07-11T04:45:00Z,00095,KS
03254520,2022-05-25T05:00:00Z,99133,KY
03290500,2022-05-25T18:30:00Z,99133,KY
03302060,2022-05-25T18:30:00Z,99133,KY
03311000,2017-12-27T13:15:00Z,99133,KY
03321500,2022-05-16T22:00:00Z,99133,KY
03238140,2016-10-04T03:45:00Z,00095,KY
03238745,2016-10-04T03:45:00Z,00095,KY
03238772,2016-10-05T03:45:00Z,00095,KY
03254480,2013-10-01T04:45:00Z,00095,KY
03254520,2022-05-25T18:30:00Z,00095,KY
03254550,2013-10-01T04:45:00Z,00095,KY
03254693,2017-10-19T19:00:00Z,00095,KY
03260015,2014-10-01T04:45:00Z,00095,KY
03260050,2014-10-01T04:45:00Z,00095,KY
03260100,2014-10-01T04:45:00Z,00095,KY
03262001,2014-10-01T04:45:00Z,00095,KY
03277075,2015-10-01T04:00:00Z,00095,KY
03277130,2015-10-01T04:00:00Z,00095,KY
03277200,2022-05-25T18:45:00Z,00095,KY
03277200,2022-05-25T18:55:00Z,00095,KY
03284533,2020-07-30T15:00:00Z,00095,KY
03284552,2019-07-16T18:00:00Z,00095,KY
03287590,2022-05-25T19:00:00Z,00095,KY
03288180,2017-06-25T12:20:00Z,00095,KY
03289000,2013-10-01T04:45:00Z,00095,KY
03289200,2021-07-20T14:45:00Z,00095,KY
03290500,2022-05-25T18:30:00Z,00095,KY
03292470,2022-05-25T18:15:00Z,00095,KY
03292474,2022-05-25T18:30:00Z,00095,KY
03292475,2022-05-25T18:30:00Z,00095,KY
03292480,2022-05-25T17:15:00Z,00095,KY
03292500,2022-05-25T18:45:00Z,00095,KY
03292555,2022-05-25T18:15:00Z,00095,KY
03292900,2022-05-25T18:15:00Z,00095,KY
03293000,2022-05-25T18:45:00Z,00095,KY
03293500,2022-05-25T18:15:00Z,00095,KY
03293510,2022-05-25T18:45:00Z,00095,KY
03293530,2022-05-25T18:45:00Z,00095,KY
03294570,2022-05-25T18:15:00Z,00095,KY
03297800,2022-05-25T18:15:00Z,00095,KY
03297900,2022-05-25T18:45:00Z,00095,KY
03298000,2022-05-25T18:15:00Z,00095,KY
03298135,2022-05-25T18:45:00Z,00095,KY
